Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2349,Call of Duty: Modern Warfare 2,PC,2009.0,Shooter,Activision,0.01,0.79,0.0,0.09,0.89
9893,Marvel Trading Card Game,DS,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
116,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
9202,Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14
6447,The Crew,X360,2014.0,Racing,Ubisoft,0.06,0.18,0.0,0.02,0.26
1574,Devil Dice,PS,1998.0,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26
6856,Sakura Wars: Atsuki Chishio Ni,PS2,2003.0,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24
7215,LEGO Harry Potter: Years 5-7,PC,2006.0788990825688,Action,Warner Bros. Interactive Entertainment,0.05,0.14,0.0,0.03,0.22
8264,NHL 2K9,X360,2008.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
10861,Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
1174,Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58
7584,Cars,XB,2006.0,Racing,THQ,0.15,0.04,0.0,0.01,0.2
14433,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
6545,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26
4269,Gremlins,2600,1983.0,Action,Atari,0.43,0.03,0.0,0.0,0.46
6502,Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26
12171,Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07
8006,Sports Illustrated for Kids: Football,GBA,2003.0,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18
10526,Monster Jam: Maximum Destruction,GBA,2002.0,Racing,Ubisoft,0.07,0.03,0.0,0.0,0.1
4316,Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.45
15314,The King of Fighters NeoWave,XB,2006.0,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02
11499,Pilot ni Narou! 2,PS2,2001.0,Simulation,Victor Interactive,0.0,0.0,0.08,0.0,0.08
3440,Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58
14455,Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03
16420,th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01
16165,Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
9494,Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9177,Godzilla: Save the Earth,XB,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14
6222,Civilization II,PS,1998.0,Strategy,Activision,0.15,0.11,0.0,0.02,0.28
12521,BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.06
3501,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58
15196,Motto! SoniComi,PS3,2014.0,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
12243,NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07
15000,Wii de Asobu: Metroid Prime,Wii,2006.0788990825688,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02
8307,Chuck E. Cheese's Party Games,Wii,2010.0,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17
10217,Batman & Robin,PS,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
4522,The Powerpuff Girls: Him and Seek,GBA,2002.0,Platform,BAM! Entertainment,0.31,0.11,0.0,0.01,0.43
15176,Happiness! De-Lucks,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
11428,Tornado Outbreak,X360,2009.0,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
6881,Fantastic 4,GC,2005.0,Action,Activision,0.19,0.05,0.0,0.01,0.24
10405,Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11
10739,Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1
6634,Power Pro Kun Pocket 2,GB,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25
13703,Capcom Fighting Evolution,XB,2005.0,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
1387,Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4
10339,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
14482,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
10129,Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
8649,Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,0.15,0.0,0.0,0.01,0.16
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
4133,Midnight Club: Street Racing,GBA,2001.0,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48
4379,Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.16,0.24,0.0,0.05,0.45
11663,Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8
8675,Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16
14343,Exstetra,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03
790,Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
14401,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
14707,The Last Guy,PS3,2009.0,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
690,Chrono Trigger,SNES,1995.0,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31
4259,The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.19,0.19,0.0,0.08,0.46
9321,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
9146,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14
4885,Juiced 2: Hot Import Nights,PS2,2007.0,Racing,THQ,0.19,0.15,0.01,0.05,0.39
13519,M&M's Beach Party,Wii,2009.0,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04
6908,Dora the Explorer: Super Star Adventures,GBA,2004.0,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.24
